model,method,class,node,fidelity_plus,fidelity_minus,sparsity,n_high_imp_edges,avg_importance
graphsage,pg,licit,138175,-1.6689300537109375e-06,0.0,0.9500032002730899,0,1.3941019562715984e-12
graphsage,pg,licit,158183,-2.396106719970703e-05,0.003538846969604492,0.9500032002730899,11,0.07399439811706543
graphsage,pg,licit,174897,0.48400935530662537,-0.0013939142227172852,0.9500032002730899,4,0.14161087572574615
graphsage,pg,licit,172178,-4.875659942626953e-05,0.0,0.9500032002730899,0,9.333951797238504e-13
graphsage,pg,licit,181117,8.499622344970703e-05,0.0,0.9500032002730899,0,0.031631674617528915
graphsage,pg,licit,167057,0.04937189817428589,0.04464566707611084,0.9500032002730899,3,0.05183939263224602
graphsage,pg,licit,179193,0.0,0.0,0.9500032002730899,55,0.8828267455101013
graphsage,pg,licit,191039,0.003040134906768799,0.0,0.9500032002730899,0,1.0696143970534422e-09
graphsage,pg,licit,168828,0.27811577916145325,-0.0062049031257629395,0.9500032002730899,0,0.0012301539536565542
graphsage,pg,licit,154367,0.11303883790969849,0.0,0.9500032002730899,0,0.005951581988483667
graphsage,pg,licit,154695,0.057466208934783936,0.0,0.9500032002730899,3,0.1013995110988617
graphsage,pg,licit,175932,0.6109930276870728,-0.020546019077301025,0.9500032002730899,0,0.0025560776703059673
graphsage,pg,licit,180341,0.00621795654296875,0.0,0.9500032002730899,0,0.0013049609260633588
graphsage,pg,licit,162755,0.0001023411750793457,0.00044864416122436523,0.9500032002730899,0,0.0242374949157238
graphsage,pg,licit,194298,0.07215690612792969,0.0,0.9500032002730899,0,0.005757648963481188
graphsage,pg,licit,142948,0.0008240938186645508,0.0,0.9500032002730899,1,0.09492042660713196
graphsage,pg,licit,157182,1.1920928955078125e-05,0.0,0.9500032002730899,4,0.18092253804206848
graphsage,pg,licit,157279,0.0002471804618835449,0.0,0.9500032002730899,0,0.009522275067865849
graphsage,pg,licit,185078,0.0,0.0,0.9500032002730899,0,0.0
graphsage,pg,licit,179295,-0.03543651103973389,0.007885098457336426,0.9500032002730899,1,0.06860121339559555
graphsage,pg,licit,198530,0.0,0.0,0.9500032002730899,16,0.6660085916519165
graphsage,pg,licit,154480,-0.017405033111572266,0.0,0.9500032002730899,2,0.17998193204402924
graphsage,pg,licit,201336,-4.0531158447265625e-05,0.0,0.9500032002730899,0,0.029120085760951042
graphsage,pg,licit,185104,0.0,0.0,0.9500032002730899,0,0.0
graphsage,pg,licit,136431,-0.0071991682052612305,0.0,0.9500032002730899,0,0.0011597619159147143
